step,time,environment,noise,atomic_frequency,true_detuning,excitation_probability_plus,excitation_probability_minus,measured_frequency,measured_offset,estimated_offset,servo_correction,corrected_offset,fractional_frequency
5806,5806.0,"{'time': 5806.0, 'dt': 1.0, 'elapsed_time': 5806.0, 'temperature': 300.06878328637526, 'magnetic': 4.979563721066432e-05, 'laser_power': 0.9992749736060165, 'pressure': 101326.07014389485, 'humidity': 44.89720543388536}","{'white': -0.0001316151969428294, 'random_walk': 4.5217376188074334e-05, 'flicker': -2.679151075035818e-06, 'laser_phase': -2.5418659272640358e-06, 'qpn': 4.3893480671063804e-14, 'temperature': 1.3756657275052932e-06, 'zeeman': -1.0218139466784112e-09, 'blackbody': 7.431150134921074e-07, 'aging': 2.903e-06, 'total': -8.659807878611072e-05}",429228004229873.0,0.0004270160531315567,0.49986584895206126,0.5001341510479387,429228004229873.0,0.0006707552396935379,0.0007581112799281714,3.9905563996408575e-05,0.00038711048913514816,1.5627014851862158e-18
5807,5807.0,"{'time': 5807.0, 'dt': 1.0, 'elapsed_time': 5807.0, 'temperature': 300.06960011037353, 'magnetic': 4.9687944282535506e-05, 'laser_power': 0.9994122025816459, 'pressure': 101326.31609041234, 'humidity': 44.93814489043744}","{'white': -0.0001235796302904856, 'random_walk': 4.4079138069985427e-05, 'flicker': -1.401459408229767e-06, 'laser_phase': 8.50999556184215e-07, 'qpn': 2.3330139137871944e-14, 'temperature': 1.3920022074705686e-06, 'zeeman': -1.5602785873224803e-09, 'blackbody': 7.519428179647446e-07, 'aging': 2.9035000000000002e-06, 'total': -7.50050673023676e-05}",429228004229873.0,0.00031210542183278053,0.4999019491905909,0.5000980508094091,429228004229873.0,0.0004902540470454186,0.0005925664058741342,3.1628320293706714e-05,0.0002804771015390738,1.1421762844319524e-18
5808,5808.0,"{'time': 5808.0, 'dt': 1.0, 'elapsed_time': 5808.0, 'temperature': 300.08758126365433, 'magnetic': 4.964533565262374e-05, 'laser_power': 0.9994958730993065, 'pressure': 101326.13143341742, 'humidity': 44.94809494447493}","{'white': 5.6099233520848105e-05, 'random_walk': 4.355943505562843e-05, 'flicker': -7.185069999767157e-07, 'laser_phase': -5.039965524883733e-07, 'qpn': 5.227771107739557e-15, 'temperature': 1.7516252730865746e-06, 'zeeman': -1.7733217368813096e-09, 'blackbody': 9.462919338855743e-07, 'aging': 2.904e-06, 'total': 0.00010403630891447449}",429228004229873.0,0.0003845134104535483,0.4998792015506264,0.5001207984493735,429228004229873.0,0.0006039922468678571,0.0005996279639583069,3.1981398197915346e-05,0.00035253201225563294,1.4071594605099186e-18
5809,5809.0,"{'time': 5809.0, 'dt': 1.0, 'elapsed_time': 5809.0, 'temperature': 300.08266917336437, 'magnetic': 4.960548472208742e-05, 'laser_power': 0.9993474704862597, 'pressure': 101325.18270258643, 'humidity': 44.99063954656846}","{'white': 6.845665960602013e-06, 'random_walk': 4.305452644605233e-05, 'flicker': -2.3827458807938355e-06, 'laser_phase': -2.9478747398813807e-06, 'qpn': 2.4903900589817397e-14, 'temperature': 1.6533834672873127e-06, 'zeeman': -1.9725763895628967e-09, 'blackbody': 8.931961865172387e-07, 'aging': 2.9045000000000003e-06, 'total': 5.0018678888298017e-05}",429228004229873.0,0.00040255069114393093,0.4998735349719488,0.5001264650280511,429228004229873.0,0.0006323251402558239,0.0006198359302463199,3.299179651231599e-05,0.00036955889463161497,1.4731684187063951e-18
5810,5810.0,"{'time': 5810.0, 'dt': 1.0, 'elapsed_time': 5810.0, 'temperature': 300.08497344787077, 'magnetic': 4.9386652165486536e-05, 'laser_power': 0.9997766770963139, 'pressure': 101325.15253463043, 'humidity': 44.94398564981902}","{'white': 2.975575069885842e-05, 'random_walk': 4.074784629666971e-05, 'flicker': 1.8213300509570187e-06, 'laser_phase': -8.439637853094011e-08, 'qpn': -2.8104663490841493e-14, 'temperature': 1.69946895741532e-06, 'zeeman': -3.0667391725673324e-09, 'blackbody': 9.181032169249535e-07, 'aging': 2.905e-06, 'total': 7.776003607501724e-05}",429228004229873.0,0.0004473189307066322,0.4998594706151982,0.5001405293848017,429228004229873.0,0.0007026469240087319,0.000671015939033646,3.5550796951682304e-05,0.0004117681337549499,1.6370015867660615e-18
5811,5811.0,"{'time': 5811.0, 'dt': 1.0, 'elapsed_time': 5811.0, 'temperature': 300.0717568866061, 'magnetic': 4.9336230383647174e-05, 'laser_power': 0.9993220805745091, 'pressure': 101324.7508899376, 'humidity': 45.030137647640466}","{'white': -0.00010254251793653046, 'random_walk': 4.005962412792206e-05, 'flicker': -3.0184296240297017e-06, 'laser_phase': -1.268764108431355e-06, 'qpn': 5.101902649069366e-14, 'temperature': 1.4351377321224847e-06, 'zeeman': -3.3188480817641423e-09, 'blackbody': 7.752524684282303e-07, 'aging': 2.9055000000000004e-06, 'total': -6.165751613758148e-05}",429228004229873.0,0.00035011061761736843,0.49989000950646206,0.5001099904935379,429228004229873.0,0.0005499524676895462,0.0005961945989469435,3.1809729947347175e-05,0.00031830088767002124,1.2812595223750107e-18
5812,5812.0,"{'time': 5812.0, 'dt': 1.0, 'elapsed_time': 5812.0, 'temperature': 300.08573566350873, 'magnetic': 4.955974450392511e-05, 'laser_power': 0.9994688458535937, 'pressure': 101325.0455049989, 'humidity': 44.98549963503427}","{'white': 3.7112599438269285e-05, 'random_walk': 4.209563444579553e-05, 'flicker': -1.5878935835257277e-06, 'laser_phase': 9.219300271502792e-07, 'qpn': -2.6421155792031482e-14, 'temperature': 1.7147132701745707e-06, 'zeeman': -2.201277480374474e-09, 'blackbody': 9.263421741405487e-07, 'aging': 2.9060000000000002e-06, 'total': 8.408712446810296e-05}",429228004229873.0,0.0004023880121381242,0.4998735860790642,0.5001264139209358,429228004229873.0,0.0006320696046790975,0.0006183665718360119,3.29183285918006e-05,0.00036946968354632364,1.4725730810904701e-18
5813,5813.0,"{'time': 5813.0, 'dt': 1.0, 'elapsed_time': 5813.0, 'temperature': 300.0803573844719, 'magnetic': 4.9564784151693524e-05, 'laser_power': 0.9998054497835939, 'pressure': 101325.01985310855, 'humidity': 45.00335601692019}","{'white': -1.6802838244570408e-05, 'random_walk': 4.2013954274657266e-05, 'flicker': 1.671358001625591e-06, 'laser_phase': -7.875556478597523e-08, 'qpn': 1.0539824751963357e-14, 'temperature': 1.6071476894376248e-06, 'zeeman': -2.1760792415323907e-09, 'blackbody': 8.682085092664719e-07, 'aging': 2.9065e-06, 'total': 3.218339859692886e-05}",429228004229873.0,0.0004016530821432525,0.4998738169641241,0.5001261830358759,429228004229873.0,0.0006309151793794376,0.0006261220378093323,3.3306101890466614e-05,0.0003683469802527859,1.469883542457661e-18
5814,5814.0,"{'time': 5814.0, 'dt': 1.0, 'elapsed_time': 5814.0, 'temperature': 300.08520621136444, 'magnetic': 4.95475548598907e-05, 'laser_power': 0.999612331762202, 'pressure': 101324.68495947903, 'humidity': 45.05740408103322}","{'white': 3.155278770590623e-05, 'random_walk': 4.171109660213704e-05, 'flicker': -5.242331206590603e-07, 'laser_phase': -1.0647356428124188e-06, 'qpn': 3.246911067086148e-14, 'temperature': 1.7041242272887305e-06, 'zeeman': -2.2622257005465226e-09, 'blackbody': 9.206192022904397e-07, 'aging': 2.9070000000000003e-06, 'total': 7.720439678091954e-05}",429228004229873.0,0.00044555137703370545,0.4998600259085397,0.5001399740914603,429228004229873.0,0.0006998704573014936,0.0006717010676720733,3.558505338360367e-05,0.0004099663236501018,1.630533074274152e-18
5815,5815.0,"{'time': 5815.0, 'dt': 1.0, 'elapsed_time': 5815.0, 'temperature': 300.0790398803443, 'magnetic': 4.9594017964540046e-05, 'laser_power': 0.9995534376067642, 'pressure': 101325.22256898589, 'humidity': 44.95685161641144}","{'white': -3.024316113184121e-05, 'random_walk': 4.203999410659771e-05, 'flicker': -1.2545854818698418e-06, 'laser_phase': 1.691208106918483e-06, 'qpn': -5.964262980066956e-14, 'temperature': 1.5807976068856534e-06, 'zeeman': -2.0299101772997843e-09, 'blackbody': 8.539681213214874e-07, 'aging': 2.9075e-06, 'total': 1.757369135819235e-05}",429228004229873.0,0.0004275400150082941,0.4998656843445888,0.5001343156554112,429228004229873.0,0.0006715782770561063,0.0006716251788979062,3.558125894489531e-05,0.0003919587560633988,1.5646189680961324e-18
5816,5816.0,"{'time': 5816.0, 'dt': 1.0, 'elapsed_time': 5816.0, 'temperature': 300.085107158343, 'magnetic': 4.948070637563306e-05, 'laser_power': 0.9997711164761599, 'pressure': 101325.1448443305, 'humidity': 44.88379652865949}","{'white': 3.0296984559675584e-05, 'random_walk': 4.0785083606889854e-05, 'flicker': 8.243805636571913e-07, 'laser_phase': -2.332360804109235e-07, 'qpn': -4.4350833254234985e-14, 'temperature': 1.7021431668604238e-06, 'zeeman': -2.5964681218346987e-09, 'blackbody': 9.195485184176445e-07, 'aging': 2.9080000000000004e-06, 'total': 7.720030782261712e-05}",429228004229873.0,0.00046915906388601597,0.49985260933528763,0.5001473906647123,429228004229873.0,0.0007369533235615511,0.0007120001927220088,3.760000963610044e-05,0.0004315590542499155,1.7169274052465501e-18
5817,5817.0,"{'time': 5817.0, 'dt': 1.0, 'elapsed_time': 5817.0, 'temperature': 300.08546712075076, 'magnetic': 4.951870336632991e-05, 'laser_power': 0.9996669500736436, 'pressure': 101325.08966465514, 'humidity': 44.89419615221121}","{'white': 3.376397868166987e-05, 'random_walk': 4.100926542654825e-05, 'flicker': -4.1416327979229787e-07, 'laser_phase': -1.664212853606241e-07, 'qpn': 4.845332474944082e-15, 'temperature': 1.7093424150152715e-06, 'zeeman': -2.4064831683504596e-09, 'blackbody': 9.234394289816857e-07, 'aging': 2.9085e-06, 'total': 7.973153490873914e-05}",429228004229873.0,0.0005112905891586547,0.4998393733268879,0.500160626673112,429228004229873.0,0.0008031333655603157,0.0007683235910387012,4.041617955193506e-05,0.0004708744096067196,1.8711112920074005e-18
5818,5818.0,"{'time': 5818.0, 'dt': 1.0, 'elapsed_time': 5818.0, 'temperature': 300.0938861874759, 'magnetic': 4.950170957848674e-05, 'laser_power': 1.0001901185481596, 'pressure': 101325.06914622674, 'humidity': 44.96109896039288}","{'white': 0.00011782202031906056, 'random_walk': 4.069493855801552e-05, 'flicker': 4.6924128301695755e-06, 'laser_phase': -5.960395683760998e-08, 'qpn': 3.887203873554187e-14, 'temperature': 1.8777237495180546e-06, 'zeeman': -2.49145210756631e-09, 'blackbody': 1.0144469133307458e-06, 'aging': 2.909e-06, 'total': 0.00016894844700002134}",429228004229873.0,0.000639822856606741,0.49979899372682274,0.5002010062731773,429228004229873.0,0.0010050313658864496,0.0009146170412959671,4.773085206479836e-05,0.0005920920045419427,2.34148600739528e-18
5819,5819.0,"{'time': 5819.0, 'dt': 1.0, 'elapsed_time': 5819.0, 'temperature': 300.0797658308866, 'magnetic': 4.945002586948461e-05, 'laser_power': 0.9996317743684622, 'pressure': 101325.05085555844, 'humidity': 44.92221832748688}","{'white': -2.3514166846046435e-05, 'random_walk': 4.0028614341540235e-05, 'flicker': -1.2652109757430358e-06, 'laser_phase': -5.381901996499383e-08, 'qpn': -2.379519221888516e-14, 'temperature': 1.5953166177314416e-06, 'zeeman': -2.749870652576961e-09, 'blackbody': 8.618146142210007e-07, 'aging': 2.9095000000000003e-06, 'total': 2.0559298837290445e-05}",429228004229873.0,0.0006126513033792332,0.4998075299213625,0.5001924700786374,429228004229873.0,0.000962350393187289,0.0009441178751617631,4.920589375808816e-05,0.000563445409621145,2.24204940894747e-18
5820,5820.0,"{'time': 5820.0, 'dt': 1.0, 'elapsed_time': 5820.0, 'temperature': 300.09617539267464, 'magnetic': 4.9379403839224074e-05, 'laser_power': 0.9993051739653049, 'pressure': 101325.34038000178, 'humidity': 44.98306355853758}","{'white': 0.00014044883410529638, 'random_walk': 3.9157401799780254e-05, 'flicker': -4.588806725509689e-06, 'laser_phase': 9.248224914833108e-07, 'qpn': 3.557375856026289e-14, 'temperature': 1.9235078534927655e-06, 'zeeman': -3.1029808038796403e-09, 'blackbody': 1.0391938317783355e-06, 'aging': 2.91e-06, 'total': 0.00018181185041109122}",429228004229873.0,0.0007452572600322362,0.499765870535241,0.500234129464759,429228004229873.0,0.0011706473237949044,0.0010841207738698179,5.62060386934909e-05,0.0006890512213387453,2.727332122458544e-18
5821,5821.0,"{'time': 5821.0, 'dt': 1.0, 'elapsed_time': 5821.0, 'temperature': 300.08945422425427, 'magnetic': 4.950389019169205e-05, 'laser_power': 0.9992998072170711, 'pressure': 101325.30050983252, 'humidity': 45.08399018072976}","{'white': 7.310453731591017e-05, 'random_walk': 4.021608647622731e-05, 'flicker': -4.531006552644516e-06, 'laser_phase': -1.0524142649129031e-07, 'qpn': 6.035273601775794e-14, 'temperature': 1.7890844850853683e-06, 'zeeman': -2.4805490415397545e-09, 'blackbody': 9.665378189954758e-07, 'aging': 2.9105000000000003e-06, 'total': 0.00011434801762839374}",429228004229873.0,0.000803399238967139,0.4997476046960151,0.5002523953039848,429228004229873.0,0.0012619765199242683,0.0011940416700259382,6.170208350129691e-05,0.0007416971554658422,2.9401076059529817e-18
5822,5822.0,"{'time': 5822.0, 'dt': 1.0, 'elapsed_time': 5822.0, 'temperature': 300.0990597184856, 'magnetic': 4.959019372208522e-05, 'laser_power': 0.9998881201250545, 'pressure': 101325.72376596305, 'humidity': 45.022011654308635}","{'white': 0.0001690268713874371, 'random_walk': 4.09302888376666e-05, 'flicker': 1.4551267909882018e-06, 'laser_phase': 1.3663971574449372e-06, 'qpn': -3.6179233683917814e-14, 'temperature': 1.9811943697118295e-06, 'zeeman': -2.049031389573917e-09, 'blackbody': 1.0703749690033912e-06, 'aging': 2.911e-06, 'total': 0.00021873920444468326}",429228004229873.0,0.0009604363599105255,0.4996982700370597,0.5003017299629404,429228004229873.0,0.0015086498147018346,0.0013884801965731864,7.142400982865932e-05,0.0008890123500818662,3.514798195445508e-18
5823,5823.0,"{'time': 5823.0, 'dt': 1.0, 'elapsed_time': 5823.0, 'temperature': 300.0817737706369, 'magnetic': 4.975216533932413e-05, 'laser_power': 1.0002538837079662, 'pressure': 101325.6774958135, 'humidity': 45.097009311234004}","{'white': -3.965210996202024e-06, 'random_walk': 4.242706312668132e-05, 'flicker': 4.911310003532422e-06, 'laser_phase': -1.0120608808874053e-07, 'qpn': 4.52627340069245e-14, 'temperature': 1.6354754127382877e-06, 'zeeman': -1.2391733033793711e-09, 'blackbody': 8.835178837776184e-07, 'aging': 2.9115e-06, 'total': 4.870121021439824e-05}",429228004229873.0,0.0009377135602962644,0.49970540861382406,0.5002945913861758,429228004229873.0,0.0014729569308793988,0.00144068968963302,7.4034484481651e-05,0.0008636790758146134,3.4316421956722026e-18
5824,5824.0,"{'time': 5824.0, 'dt': 1.0, 'elapsed_time': 5824.0, 'temperature': 300.0858765707709, 'magnetic': 4.983515834297347e-05, 'laser_power': 1.0004284552454539, 'pressure': 101325.93452702968, 'humidity': 45.125702583354396}","{'white': 3.6930190792872306e-05, 'random_walk': 4.318264276497196e-05, 'flicker': 6.292836232039281e-06, 'laser_phase': 8.612864947021957e-07, 'qpn': 1.8380075007043877e-14, 'temperature': 1.7175314154178524e-06, 'zeeman': -8.242082851326555e-10, 'blackbody': 9.278652787416458e-07, 'aging': 2.9120000000000002e-06, 'total': 9.282352878884018e-05}",429228004229873.0,0.0009565026046034536,0.49969950586251294,0.5003004941374871,429228004229873.0,0.0015024706874354476,0.0014788724461338029,7.594362230669015e-05,0.0008805589822967635,3.500402286498529e-18
5825,5825.0,"{'time': 5825.0, 'dt': 1.0, 'elapsed_time': 5825.0, 'temperature': 300.0951935519814, 'magnetic': 4.998309924488878e-05, 'laser_power': 1.0001814869236734, 'pressure': 101326.09359203206, 'humidity': 45.18673897761468}","{'white': 0.00012996740769331198, 'random_walk': 4.461259928701709e-05, 'flicker': 3.4080970137571823e-06, 'laser_phase': 5.658134665265997e-07, 'qpn': 3.8130267556420925e-14, 'temperature': 1.9038710396284842e-06, 'zeeman': -8.4503775556103e-11, 'blackbody': 1.0285798027890205e-06, 'aging': 2.9125e-06, 'total': 0.00018439878383738506}",429228004229873.0,0.0010649577661341486,0.49966543367551924,0.5003345663244807,429228004229873.0,0.0016728316224036421,0.0015987458094984955,8.193729047492478e-05,0.0009830204756592238,3.897303078826509e-18
5826,5826.0,"{'time': 5826.0, 'dt': 1.0, 'elapsed_time': 5826.0, 'temperature': 300.08089447627776, 'magnetic': 4.9852716650920956e-05, 'laser_power': 0.9997180884810908, 'pressure': 101325.65193067201, 'humidity': 45.160095247878296}","{'white': -1.3155940201285796e-05, 'random_walk': 4.330370312080547e-05, 'flicker': -1.475953651608932e-06, 'laser_phase': -1.3362315414442698e-06, 'qpn': -1.3745370110453887e-14, 'temperature': 1.6178895255552562e-06, 'zeeman': -7.364167453952335e-10, 'blackbody': 8.740137788079262e-07, 'aging': 2.9130000000000003e-06, 'total': 3.273974460033889e-05}",429228004229873.0,0.0010157602202595626,0.499680889537086,0.5003191104629139,429228004229873.0,0.0015955523145697037,0.0015967721210896017,8.183860605448008e-05,0.0009339216142050825,3.71726052085643e-18
5827,5827.0,"{'time': 5827.0, 'dt': 1.0, 'elapsed_time': 5827.0, 'temperature': 300.07476104585913, 'magnetic': 4.996004575971553e-05, 'laser_power': 0.999593772015216, 'pressure': 101326.2694429149, 'humidity': 45.10037867549208}","{'white': -7.462283089811765e-05, 'random_walk': 4.4332809204027504e-05, 'flicker': -2.7124787046499526e-06, 'laser_phase': 2.007105713101303e-06, 'qpn': -3.3908800457189095e-14, 'temperature': 1.4952209171826782e-06, 'zeeman': -1.9977120142235288e-10, 'blackbody': 8.077211629792213e-07, 'aging': 2.9135e-06, 'total': -2.577915241058712e-05}",429228004229873.0,0.0009081424617944954,0.499714698646843,0.500285301353157,429228004229873.0,0.0014265067657849573,0.0014915423444047543,7.657711722023772e-05,0.0008315653445742576,3.323424268051699e-18
5828,5828.0,"{'time': 5828.0, 'dt': 1.0, 'elapsed_time': 5828.0, 'temperature': 300.07870335938924, 'magnetic': 4.9971672122311224e-05, 'laser_power': 1.000019414214603, 'pressure': 101326.8158674392, 'humidity': 45.07145523738667}","{'white': -3.5332277758845404e-05, 'random_walk': 4.443708655789905e-05, 'flicker': 1.6120771672930133e-06, 'laser_phase': 1.8201385273474729e-06, 'qpn': -1.6149518757338977e-14, 'temperature': 1.574067187784749e-06, 'zeeman': -1.4163938844389417e-10, 'blackbody': 8.503308277223588e-07, 'aging': 2.9140000000000004e-06, 'total': 1.7875280853663277e-05}",429228004229873.0,0.0008494406254279209,0.4997331403698189,0.500266859630181,429228004229873.0,0.001334298150905272,0.001394360088288509,7.171800441442544e-05,0.0007777226210134954,3.1085999463135886e-18
5829,5829.0,"{'time': 5829.0, 'dt': 1.0, 'elapsed_time': 5829.0, 'temperature': 300.09218403003047, 'magnetic': 4.980433267624223e-05, 'laser_power': 1.0004541090958783, 'pressure': 101326.10901757418, 'humidity': 45.09235832966458}","{'white': 9.934185084086091e-05, 'random_walk': 4.27551937339025e-05, 'flicker': 5.807525370618459e-06, 'laser_phase': -2.1343712892542583e-06, 'qpn': 1.3399318215382833e-14, 'temperature': 1.8436806006093322e-06, 'zeeman': -9.783366187888496e-10, 'blackbody': 9.96046504691887e-07, 'aging': 2.9145000000000002e-06, 'total': 0.00015152344743820937}",429228004229873.0,0.0009292460684517048,0.49970806875438384,0.5002919312456161,429228004229873.0,0.001459656228080669,0.0014347153220142285,7.373576610071142e-05,0.0008555103023509934,3.400654695631067e-18
5830,5830.0,"{'time': 5830.0, 'dt': 1.0, 'elapsed_time': 5830.0, 'temperature': 300.09355496757513, 'magnetic': 4.989892572989584e-05, 'laser_power': 0.9996118146858098, 'pressure': 101325.86322101668, 'humidity': 45.12635781913309}","{'white': 0.00011291865282456237, 'random_walk': 4.364242407331124e-05, 'flicker': -2.9691167191891165e-06, 'laser_phase': -7.117924908327837e-07, 'qpn': 2.1507993637082268e-14, 'temperature': 1.8710993515026076e-06, 'zeeman': -5.053713505208185e-10, 'blackbody': 1.0108663848059654e-06, 'aging': 2.915e-06, 'total': 0.00015867662807431777}",429228004229873.0,0.0010141869304253113,0.49968138380056404,0.5003186161994361,429228004229873.0,0.0015930809971800852,0.0015325906919180531,7.862953459590266e-05,0.0009355573958294086,3.711502934293427e-18
5831,5831.0,"{'time': 5831.0, 'dt': 1.0, 'elapsed_time': 5831.0, 'temperature': 300.08915930834524, 'magnetic': 4.992955107720682e-05, 'laser_power': 0.9985304203254014, 'pressure': 101326.44498102689, 'humidity': 45.19264368224183}","{'white': 6.882949141323649e-05, 'random_walk': 4.391835526538979e-05, 'flicker': -1.3680241308449665e-05, 'laser_phase': 1.9067539830234945e-06, 'qpn': 4.128781169484264e-14, 'temperature': 1.7831861669048977e-06, 'zeeman': -3.522446139659163e-10, 'blackbody': 9.633498818285943e-07, 'aging': 2.9155000000000003e-06, 'total': 0.00010663604319860745}",429228004229873.0,0.001042193439028016,0.4996725852982323,0.5003274147017677,429228004229873.0,0.001637073508838488,0.0015971646240152146,8.185823120076073e-05,0.0009603352078272553,3.813995109139602e-18
5832,5832.0,"{'time': 5832.0, 'dt': 1.0, 'elapsed_time': 5832.0, 'temperature': 300.083927014188, 'magnetic': 4.995452233856575e-05, 'laser_power': 0.998855429499291, 'pressure': 101327.14630280806, 'humidity': 45.20131851777882}","{'white': 1.637398507943339e-05, 'random_walk': 4.414693320214111e-05, 'flicker': -9.796915276008241e-06, 'laser_phase': 2.3243669126803364e-06, 'qpn': 7.516625509097784e-15, 'temperature': 1.6785402837604126e-06, 'zeeman': -2.2738830717127153e-10, 'blackbody': 9.067921863351822e-07, 'aging': 2.916e-06, 'total': 5.854947500755164e-05}",429228004229873.0,0.001018884682834807,0.4996799079584194,0.5003200920415806,429228004229873.0,0.0016004602079029706,0.0015992014068706244,8.196007034353122e-05,0.0009369246124912758,3.728694754608426e-18
5833,5833.0,"{'time': 5833.0, 'dt': 1.0, 'elapsed_time': 5833.0, 'temperature': 300.0803911252679, 'magnetic': 4.9994038679757066e-05, 'laser_power': 0.9989071030853379, 'pressure': 101327.10350148975, 'humidity': 45.10899917886909}","{'white': -1.9117464531234537e-05, 'random_walk': 4.452845331562399e-05, 'flicker': -8.872773138291976e-06, 'laser_phase': 3.9705290197637063e-10, 'qpn': -5.29757811324962e-14, 'temperature': 1.607822505358172e-06, 'zeeman': -2.9806601214682864e-11, 'blackbody': 8.685732028263093e-07, 'aging': 2.9165000000000004e-06, 'total': 2.1931478547606937e-05}",429228004229873.0,0.0009588560910388827,0.4996987664930772,0.5003012335069228,429228004229873.0,0.001506167534613967,0.0015417033117109942,7.908516558554971e-05,0.000879770925453333,3.509015068381557e-18
5834,5834.0,"{'time': 5834.0, 'dt': 1.0, 'elapsed_time': 5834.0, 'temperature': 300.08754444328684, 'magnetic': 5.011136302424162e-05, 'laser_power': 0.9994719343129558, 'pressure': 101327.5369271946, 'humidity': 45.10416907973013}","{'white': 5.228315960154524e-05, 'random_walk': 4.569990836439659e-05, 'flicker': -2.8836320056159435e-06, 'laser_phase': 1.5135499317713012e-06, 'qpn': -1.5900693369457374e-15, 'temperature': 1.7508888657368973e-06, 'zeeman': 5.568151212080724e-10, 'blackbody': 9.458939256127358e-07, 'aging': 2.917e-06, 'total': 0.00010222732549697796}",429228004229873.0,0.0009819982509503109,0.4996914961704721,0.5003085038295279,429228004229873.0,0.001542519147639393,0.001542207526043988,7.91103763021994e-05,0.0009028878746481114,3.593705751811331e-18
5835,5835.0,"{'time': 5835.0, 'dt': 1.0, 'elapsed_time': 5835.0, 'temperature': 300.0837861444288, 'magnetic': 5.022716240323253e-05, 'laser_power': 0.9999320147438889, 'pressure': 101328.22936677733, 'humidity': 45.06844987585647}","{'white': 1.4567619317600256e-05, 'random_walk': 4.689131106157816e-05, 'flicker': 1.7415026607545434e-06, 'laser_phase': 2.3656094490382475e-06, 'qpn': -2.018149336743306e-14, 'temperature': 1.6757228885762743e-06, 'zeeman': 1.1358120161626386e-09, 'blackbody': 9.052695167906761e-07, 'aging': 2.9175e-06, 'total': 7.106567068617282e-05}",429228004229873.0,0.0009739535453342843,0.4996940234888013,0.5003059765111987,429228004229873.0,0.0015298825559934004,0.0015345902756424004,7.872951378212002e-05,0.0008952240315521643,3.564265474100036e-18
5836,5836.0,"{'time': 5836.0, 'dt': 1.0, 'elapsed_time': 5836.0, 'temperature': 300.07555307762453, 'magnetic': 5.0187090698648433e-05, 'laser_power': 0.9994638976791246, 'pressure': 101327.50405188775, 'humidity': 45.0905127396424}","{'white': -6.789559607511449e-05, 'random_walk': 4.655874273670698e-05, 'flicker': -3.147810881019592e-06, 'laser_phase': -2.103161125203959e-06, 'qpn': 1.405911678182957e-14, 'temperature': 1.5110615524906736e-06, 'zeeman': 9.354534932421552e-10, 'blackbody': 8.162815365485191e-07, 'aging': 2.9180000000000003e-06, 'total': -2.134154678803951e-05}",429228004229873.0,0.0008738824847641249,0.4997254617343712,0.5002745382656287,429228004229873.0,0.0013726913281437991,0.00143453122334543,7.37265611672715e-05,0.0008001559235968534,3.198046992778818e-18
5837,5837.0,"{'time': 5837.0, 'dt': 1.0, 'elapsed_time': 5837.0, 'temperature': 300.0863613954761, 'magnetic': 5.0206100566912464e-05, 'laser_power': 0.9996675754166603, 'pressure': 101326.72211500227, 'humidity': 45.06469986059097}","{'white': 4.005503944605798e-05, 'random_walk': 4.6804968628941766e-05, 'flicker': -1.0643035779984656e-06, 'laser_phase': -2.3295695159162425e-06, 'qpn': -1.440157455514613e-14, 'temperature': 1.7272279095220712e-06, 'zeeman': 1.0305028345623067e-09, 'blackbody': 9.331058961344719e-07, 'aging': 2.9185e-06, 'total': 8.904599927517457e-05}",429228004229873.0,0.000889201922872028,0.4997206489916878,0.5002793510083121,429228004229873.0,0.0013967550415608376,0.0014111842590373573,7.255921295186786e-05,0.0008166427099201601,3.2541097686925516e-18
5838,5838.0,"{'time': 5838.0, 'dt': 1.0, 'elapsed_time': 5838.0, 'temperature': 300.0794344609566, 'magnetic': 5.0204768154205536e-05, 'laser_power': 0.9989543151368588, 'pressure': 101326.22377711005, 'humidity': 45.041581940774854}","{'white': -2.9346844388653477e-05, 'random_walk': 4.685347467194619e-05, 'flicker': -8.256688309883616e-06, 'laser_phase': -1.4766255314225902e-06, 'qpn': -1.3094353562578059e-14, 'temperature': 1.5886892191315384e-06, 'zeeman': 1.0238407710276693e-09, 'blackbody': 8.58232969494915e-07, 'aging': 2.9190000000000003e-06, 'total': 1.3140262458289637e-05}",429228004229873.0,0.0008297829723784497,0.4997393160028003,0.5002606839971998,429228004229873.0,0.001303419985998755,0.0013445822755265772,6.922911377632886e-05,0.0007605538586021209,3.0366611058786103e-18
5839,5839.0,"{'time': 5839.0, 'dt': 1.0, 'elapsed_time': 5839.0, 'temperature': 300.0929652528415, 'magnetic': 5.022481213842843e-05, 'laser_power': 0.9995173824780041, 'pressure': 101326.13808599942, 'humidity': 45.04079974662811}","{'white': 0.00010582854017674181, 'random_walk': 4.7115344960436794e-05, 'flicker': -2.323188499012807e-06, 'laser_phase': -1.9485520618949396e-07, 'qpn': 2.966680125121339e-17, 'temperature': 1.8593050568301806e-06, 'zeeman': 1.1240606921421535e-09, 'blackbody': 1.004491524175167e-06, 'aging': 2.9195e-06, 'total': 0.0001562102620737035}",429228004229873.0,0.0009167641206758244,0.49971199007326794,0.5002880099267322,429228004229873.0,0.0014400496336605673,0.0014035843476695418,7.217921738347709e-05,0.0008445849032923473,3.3549759555980623e-18
